,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1452,DRI25,0.8958023221196785,2,0.1032350075617797,8,0.10599138194486891,46,0.5,0.0,1,1,773.6596
1453,FDY44,0.5713009824352485,1,0.07446627913751143,16,0.7042535093616934,45,0.7083333333333334,0.5,2,1,3731.809
1454,FDW38,0.4943521991149732,1,0.0,12,0.10458390209780712,19,0.0,0.0,1,4,107.8596
1455,FDY33,0.4943521991149732,1,0.2945587495304529,15,0.5421777057908712,27,0.0,0.5,3,3,5887.6694
1456,DRH51,0.7767192616850254,2,0.2959831706445209,12,0.2487096686564934,35,0.7916666666666666,0.0,2,1,351.5424
1457,FDT32,0.8600774039892825,1,0.20099575339086384,16,0.66694595549036,17,0.9166666666666666,0.5,2,1,2826.321
1458,FDI50,0.23012801428996724,1,0.09406659406458426,11,0.8380583229767266,49,0.5833333333333334,0.5,1,1,5954.9152
1459,FDB60,0.2825245608812147,2,0.08678178912532022,10,0.6983222296925616,13,0.08333333333333333,1.0,3,1,2332.9632
1460,FDP09,0.9047335516522774,2,0.10318021311598392,15,0.7725018506067953,35,0.7916666666666666,0.0,2,1,4247.804
1461,FDA20,0.13247990473355167,2,0.20270243258958529,16,0.6537990071239873,13,0.08333333333333333,1.0,3,1,3914.9040000000005
1462,NCX05,0.4943521991149732,2,0.5175026779361774,9,0.36061025881330266,19,0.0,0.0,1,4,115.8492
1463,DRF37,0.7558797261089609,2,0.0,8,0.9860041494339521,45,0.7083333333333334,0.5,2,1,788.9730000000001
1464,FDJ26,0.6397737421851741,1,0.2581228030682502,11,0.7798516458515848,46,0.5,0.0,1,1,1923.4962
1465,FDZ25,0.6635903542721047,1,0.0840980732513979,11,0.5814513171566532,46,0.5,0.0,1,1,4074.696
1466,FDZ58,0.791604644239357,2,0.15885637322743743,15,0.3837767998424438,35,0.7916666666666666,0.0,2,1,2817.6656
1467,FDZ50,0.4943521991149732,1,0.0,12,0.649286243030513,27,0.0,0.5,3,3,6064.1064
1468,NCG18,0.6397737421851741,2,0.1171174090949669,14,0.30875931245713045,10,0.5416666666666666,0.5,3,4,205.0664
1469,FDZ56,0.6963381958916344,2,0.07853193017975635,16,0.5757993263112143,45,0.7083333333333334,0.5,2,1,2863.6058
1470,FDH50,0.6219112831199761,1,0.4911861851929,11,0.6529611406529077,13,0.08333333333333333,1.0,3,1,2213.1192
1471,DRO35,0.5534385233700505,2,0.10548544718108369,5,0.3601858077134649,45,0.7083333333333334,0.5,2,1,1274.3412
1472,DRH51,0.4943521991149732,2,0.0,12,0.24573851095762958,27,0.0,0.5,3,3,2109.2544
1473,FDS19,0.5504614468591843,1,0.1958248313226953,16,0.19529504444851917,49,0.5833333333333334,0.5,1,1,1593.9252
1474,NCM06,0.1738612682345936,2,0.23154225615256604,14,0.5206979334324852,18,1.0,0.5,3,2,2625.9152
1475,FDP52,0.8422149449240844,1,0.21648462429603874,13,0.8374887096007444,17,0.9166666666666666,0.5,2,1,4823.721
1476,FDK02,0.4730574575766597,2,0.572004445140796,11,0.37332172035124184,10,0.5416666666666666,0.5,3,4,119.844
1477,FDG59,0.6725215838047037,2,0.13165580313133357,3,0.029823632078995455,46,0.5,0.0,1,1,540.6296
1478,FDN20,0.4943521991149732,2,0.07934173021115064,16,0.5868350549069944,27,0.0,0.5,3,3,4211.185
1479,FDO57,0.964275081869604,2,0.33238736227284804,15,0.5520742076346868,18,1.0,0.5,3,2,4492.8184
1480,NCJ30,0.07532003572491816,2,0.24551599394268322,14,0.5818757682564908,35,0.7916666666666666,0.0,2,1,1188.453
1481,FDQ31,0.07323608216731171,1,0.27445701700644926,16,0.2487096686564934,10,0.5416666666666666,0.5,3,4,175.7712
1482,FDC05,0.5087823757070556,1,0.3012816571302081,13,0.6981660316878214,49,0.5833333333333334,0.5,1,1,4138.6128
1483,FDM08,0.33015778505507587,1,0.0,16,0.8226660282922126,13,0.08333333333333333,1.0,3,1,3579.3408
1484,NCA41,0.7261089610002976,2,0.09921268292693622,9,0.6826285747271629,35,0.7916666666666666,0.0,2,1,3848.324
1485,FDK15,0.4943521991149732,2,0.2982337137989564,7,0.28698921554645535,27,0.0,0.5,3,3,4960.21
1486,FDX56,0.7469484965763621,1,0.0,16,0.7524405938240667,49,0.5833333333333334,0.5,1,1,5383.6588
1487,FDT21,0.17058648407264065,2,0.06209624572233945,15,0.9236870878579821,46,0.5,0.0,1,1,2241.0828
1488,FDQ46,0.17594522179220004,2,0.3161263415823508,15,0.350021052774552,46,0.5,0.0,1,1,671.1264
1489,FDS01,0.4943521991149732,2,0.09461041234303448,11,0.6297945996237666,19,0.0,0.0,1,4,177.7686
1490,FDW34,0.4943521991149732,2,0.18969607225592586,15,0.8961308735543196,19,0.0,0.0,1,4,486.034
1491,FDX07,0.8719857100327477,1,0.06977804394291647,16,0.6362734212116891,35,0.7916666666666666,0.0,2,1,2380.235
1492,FDN13,0.8362607919023519,2,0.46304041547454583,2,0.29136785309238095,46,0.5,0.0,1,1,201.0716
1493,NCP02,0.15183090205418281,2,0.13700528066930762,14,0.11870284348280803,18,1.0,0.5,3,2,651.8182
1494,FDT48,0.021732658529324215,2,0.14073156182124724,10,0.7152782022288777,17,0.9166666666666666,0.5,2,1,3968.1679999999997
1495,FDZ49,0.38374516225066985,1,0.4053718313819052,11,0.8076871489789405,35,0.7916666666666666,0.0,2,1,4187.2162
1496,NCJ17,0.18606728192914557,2,0.7775740791734612,9,0.22552105617016074,10,0.5416666666666666,0.5,3,4,170.4448
1497,FDB17,0.511759452217922,2,0.11230376240455932,13,0.6371333591399603,17,0.9166666666666666,0.5,2,1,3078.6592
1498,FDP48,0.1765406370943733,1,0.13460342092011623,10,0.6439135410087675,18,1.0,0.5,3,2,4394.28
1499,FDI53,0.25841024114319733,1,0.41980132473079007,13,0.555324654157244,49,0.5833333333333334,0.5,1,1,2577.9776
1500,FDW02,0.014885382554331646,1,0.11470490045298082,12,0.4052676079294257,13,0.08333333333333333,1.0,3,1,2628.5784
1501,FDL20,0.4943521991149732,2,0.6846635370716735,16,0.3459217040523196,19,0.0,0.0,1,4,222.3772
1502,FDV32,0.19231914260196487,2,0.2712308257656359,16,0.13353656051993565,18,1.0,0.5,3,2,1707.777
1503,FDG38,0.26317356356058347,1,0.16147643022121302,11,0.2323122737675638,17,0.9166666666666666,0.5,2,1,1278.336
1504,NCB31,0.4943521991149732,2,0.3596313288148247,14,0.9830329917350881,27,0.0,0.5,3,3,5522.811
1505,FDF52,0.2825245608812147,2,0.0,13,0.6436342521850743,17,0.9166666666666666,0.5,2,1,4013.4424
1506,FDB15,0.3774933015778505,2,0.41725707372421234,12,0.986707889357483,49,0.5833333333333334,0.5,1,1,7646.0472
1507,FDO48,0.6219112831199761,1,0.08206713420127523,10,0.8049952801037699,18,1.0,0.5,3,2,1768.3648
1508,NCR53,0.4522179220005954,2,0.0,9,0.8198289971408975,18,1.0,0.5,3,2,5626.01
1509,FDF56,0.7231318844894313,1,0.3634777777126792,16,0.6328888481415834,13,0.08333333333333333,1.0,3,1,3078.6592
1510,FDL57,0.6278654361417088,1,0.2050910794289007,15,0.9594309638775136,18,1.0,0.5,3,2,3874.9559999999997
1511,NCC31,0.2063114022030366,2,0.0,14,0.5369612017738661,13,0.08333333333333333,1.0,3,1,1713.7692
1512,FDE33,0.8809169395653469,1,0.15138290291728748,16,0.1993833574421558,49,0.5833333333333334,0.5,1,1,1492.7236
1513,FDV52,0.9612980053587376,1,0.3721420816995235,13,0.37545501157902605,17,0.9166666666666666,0.5,2,1,4006.7844
1514,FDR46,0.4943521991149732,2,0.4224919074200547,15,0.49315275485741844,27,0.0,0.5,3,3,3368.948
1515,DRE12,0.002083953557606439,2,0.21553748186749652,8,0.35355078812080215,46,0.5,0.0,1,1,1245.046
1516,FDD57,0.8064900267936886,2,0.1141697882610333,16,0.2725799496091655,10,0.5416666666666666,0.5,3,4,95.2094
1517,NCS41,0.49389699315272395,2,0.16299811345591655,9,0.6531063029290521,49,0.5833333333333334,0.5,1,1,2388.8904
1518,NCY41,0.7261089610002976,2,0.2319309148557895,9,0.011728432790715037,17,0.9166666666666666,0.5,2,1,575.2512
1519,FDV22,0.6129800535873772,1,0.030436289614170484,15,0.5228091532030777,17,0.9166666666666666,0.5,2,1,3755.112
1520,FDF12,0.2191128311997618,2,0.2515143017888544,10,0.5000780990023701,45,0.7083333333333334,0.5,2,1,1182.4608
1521,FDM13,0.11134266150640071,2,0.19221830986644614,2,0.42475925133617204,13,0.08333333333333333,1.0,3,1,262.3252
1522,FDQ56,0.1211670139922596,2,0.3215597647959529,16,0.2215668697240728,46,0.5,0.0,1,1,1342.2528
1523,FDW55,0.4943521991149732,1,0.06657767558197128,16,0.915622516961066,27,0.0,0.5,3,3,5478.2024
1524,NCT29,0.4943521991149732,2,0.1942814392070271,9,0.3894398264164782,27,0.0,0.5,3,3,4629.9732
1525,NCX42,0.10747246204227451,2,0.018308705025572143,14,0.559267804874736,17,0.9166666666666666,0.5,2,1,1644.526
1526,FDR24,0.7618338791306937,1,0.19247545763654847,10,0.2465763774287092,17,0.9166666666666666,0.5,2,1,1258.362
1527,NCS42,0.240845489729086,2,0.2125792913146924,14,0.2513794660744725,17,0.9166666666666666,0.5,2,1,729.7168
1528,FDL40,0.7826734147067579,2,0.03550786972361979,13,0.2769585871550911,18,1.0,0.5,3,2,2220.4429999999998
1529,FDD47,0.18130395951175943,1,0.4336623036271998,3,0.597010845574503,46,0.5,0.0,1,1,3749.7856
1530,DRE03,0.8958023221196785,2,0.07377457310425012,12,0.07420169237142528,46,0.5,0.0,1,1,236.359
1531,NCM18,0.4943521991149732,2,0.2510443893234231,14,0.12746011857465928,27,0.0,0.5,3,3,2043.3402
1532,FDF52,0.2825245608812147,2,0.2037776357952473,13,0.6491521164829642,45,0.7083333333333334,0.5,2,1,1641.8628
1533,NCG43,0.9315272402500743,2,0.22652879883887667,14,0.25533365252056045,45,0.7083333333333334,0.5,2,1,1943.4702
1534,FDE20,0.4045846978267341,1,0.01684125592889363,16,0.5937603990519461,46,0.5,0.0,1,1,4923.590999999999
1535,FDI33,0.711223578445966,2,0.08702908887732191,15,0.2505305638747971,17,0.9166666666666666,0.5,2,1,2554.0088
1536,NCT06,0.7469484965763621,2,0.1178635319753089,14,0.5678909534190386,13,0.08333333333333333,1.0,3,1,2320.9788
1537,FDY24,0.01935099732063115,1,0.0,10,0.09269927130235181,35,0.7916666666666666,0.0,2,1,808.947
1538,FDZ33,0.33581423042572195,2,0.32889010083189013,15,0.49838029460301947,17,0.9166666666666666,0.5,2,1,1330.2684
1539,FDJ55,0.4909199166418577,1,0.07194719630335242,7,0.8147355839428452,18,1.0,0.5,3,2,2475.4444
1540,FDE45,0.4943521991149732,2,0.2151717318347033,16,0.6328998838701791,19,0.0,0.0,1,4,716.4008
1541,FDD44,0.20809764810955644,1,0.23971377859051096,16,0.9646695393517103,18,1.0,0.5,3,2,3091.9752
1542,FDD10,0.955343852337005,1,0.14071080607252304,15,0.622858219750219,18,1.0,0.5,3,2,1605.9096
1543,FDA39,0.10509080083358145,2,0.03888582519637539,7,0.03689413850009168,18,1.0,0.5,3,2,78.5644
1544,FDB36,0.054182792497767196,1,0.14764962705366652,10,0.42433480023633435,13,0.08333333333333333,1.0,3,1,3410.2276
1545,FDK52,0.8154212563262875,2,0.40377513998954684,13,0.8273239546618314,10,0.5416666666666666,0.5,3,4,677.1186
1546,FDJ36,0.5921405180113128,1,0.39117850775838064,10,0.3002702904603767,49,0.5833333333333334,0.5,1,1,2050.6639999999998
1547,NCB55,0.6635903542721047,2,0.49123611957781493,14,0.1114871747855673,18,1.0,0.5,3,2,829.5868
1548,NCK18,0.3003870199464126,2,0.034139951385018075,14,0.5756762354922614,10,0.5416666666666666,0.5,3,4,660.4736
1549,FDX27,0.9612980053587376,1,0.348044039265053,12,0.2701784052862838,49,0.5833333333333334,0.5,1,1,1229.0668
1550,FDB08,0.08931229532598987,2,0.09471441642782431,16,0.5461318922369591,46,0.5,0.0,1,1,2727.7826
1551,FDX43,0.06549568323905927,2,0.25967520883066486,16,0.5677457911428941,46,0.5,0.0,1,1,2330.3
1552,FDA20,0.13247990473355167,2,0.20369767013188192,16,0.658467969222202,18,1.0,0.5,3,2,1304.968
1553,FDC04,0.4943521991149732,2,0.2398484473451442,12,0.891752236008394,19,0.0,0.0,1,4,483.3708
1554,FDG17,0.13754093480202442,1,0.10975618913831935,13,0.9047540220986221,17,0.9166666666666666,0.5,2,1,4153.9262
1555,FDU58,0.12235784459660616,1,0.14787155460813736,15,0.6672362800426489,10,0.5416666666666666,0.5,3,4,187.0898
1556,FDP24,0.4943521991149732,2,0.2515359436764986,10,0.3806715155960312,27,0.0,0.5,3,3,3877.6192
1557,NCT29,0.4790116105983923,2,0.19562275815227403,9,0.38477086431826363,45,0.7083333333333334,0.5,2,1,1462.0968
1558,FDB08,0.08931229532598987,2,0.09510024314068485,16,0.54782969663631,18,1.0,0.5,3,2,1765.0358
1559,NCB43,0.9315272402500743,2,0.30486510547787693,14,0.6668118289428112,45,0.7083333333333334,0.5,2,1,3554.7062
1560,FDL09,0.4943521991149732,1,0.6826455825451072,15,0.584009059484275,19,0.0,0.0,1,4,167.7816
1561,DRK49,0.5713009824352485,2,0.10945404317295615,8,0.03915052054682886,46,0.5,0.0,1,1,446.7518
1562,FDR37,0.711223578445966,1,0.20157199948154478,2,0.6500010186826397,13,0.08333333333333333,1.0,3,1,3101.2964
1563,FDG56,0.520690681750521,1,0.21754269243742974,16,0.1263319275512907,35,0.7916666666666666,0.0,2,1,1898.8616
1564,FDE34,0.27627270020839534,2,0.32905639347890914,15,0.6386860012631664,49,0.5833333333333334,0.5,1,1,6179.9556
1565,FDE16,0.4943521991149732,2,0.07983211522626987,13,0.7483302093732386,27,0.0,0.5,3,3,6668.6528
1566,FDT58,0.2646621018160167,2,0.26169559034252066,15,0.5831601572845996,35,0.7916666666666666,0.0,2,1,1342.2528
1567,FDR03,0.6635903542721047,1,0.026597213026712294,7,0.7496145984013474,35,0.7916666666666666,0.0,2,1,3095.97
1568,NCL30,0.8064900267936886,2,0.14926269222256394,14,0.4136004319214392,49,0.5833333333333334,0.5,1,1,2173.1712
1569,FDT22,0.4943521991149732,2,0.33969992680797034,15,0.12110438780568966,27,0.0,0.5,3,3,1677.816
1570,FDP45,0.6635903542721047,1,0.0934022608930134,15,0.9417822871462626,49,0.5833333333333334,0.5,1,1,5285.1204
1571,FDS15,0.27627270020839534,1,0.23750849855946696,7,0.32202935164245594,13,0.08333333333333333,1.0,3,1,2804.3496
1572,FDF16,0.4943521991149732,2,0.26101594310693366,13,0.4894668215064279,27,0.0,0.5,3,3,1773.6912
1573,FDL13,0.5534385233700505,1,0.17184634455880313,2,0.8643522197094717,45,0.7083333333333334,0.5,2,1,4660.6
1574,NCV30,0.9315272402500743,2,0.20159102253939107,14,0.12801869622204565,18,1.0,0.5,3,2,126.50200000000001
1575,FDG33,0.4943521991149732,1,0.74771435843597,1,0.5984183254215648,19,0.0,0.0,1,4,171.7764
1576,FDO10,0.5415302173265852,1,0.0388308510866749,15,0.10300918851740928,46,0.5,0.0,1,1,1603.2464
1577,FDQ03,0.6219112831199761,1,0.23736748675545102,7,0.8804592900461123,13,0.08333333333333333,1.0,3,1,2133.2232
1578,NCC55,0.3655849955343852,2,0.19495933548083058,14,0.020351581335017566,18,1.0,0.5,3,2,372.848
1579,FDD52,0.4943521991149732,1,0.5554576553066256,12,0.3305073379106141,27,0.0,0.5,3,3,1867.569
1580,FDI16,0.5623697529026496,1,0.415141753541879,13,0.10006010227573701,18,1.0,0.5,3,2,319.584
1581,FDB44,0.12503721345638585,2,0.05164220300006564,16,0.7587852888644406,46,0.5,0.0,1,1,4221.1720000000005
1582,FDA25,0.711223578445966,1,0.20745320909393639,11,0.2967295193855306,46,0.5,0.0,1,1,1031.99
1583,FDV33,0.3003870199464126,1,0.0832654193622901,15,0.9615532193767021,46,0.5,0.0,1,1,1808.3128
1584,FDX47,0.11878535278356653,1,0.10553927935918624,6,0.528606306324661,49,0.5833333333333334,0.5,1,1,1099.9016
1585,FDO50,0.6963381958916344,2,0.0,11,0.24868759719930184,17,0.9166666666666666,0.5,2,1,1102.5648
1586,FDV57,0.6367966656743078,1,0.20049797170414088,15,0.6306324660948461,13,0.08333333333333333,1.0,3,1,2696.49
1587,FDB02,0.30604346531705867,1,0.08879283420443122,11,0.6080134669844958,35,0.7916666666666666,0.0,2,1,1235.059
1588,FDD16,0.4943521991149732,2,0.19382258368461483,13,0.18454964040502822,19,0.0,0.0,1,4,74.5696
1589,FDX02,0.6814528133373027,2,0.17375658600674948,12,0.8223757037399236,46,0.5,0.0,1,1,4950.8888
1590,FDP11,0.6725215838047037,2,0.3522026130878614,6,0.7938364606890369,10,0.5416666666666666,0.5,3,4,435.4332
1591,FDH32,0.4943521991149732,2,0.23049269007256556,16,0.28417425585233175,27,0.0,0.5,3,3,2220.4429999999998
1592,NCL18,0.8511461744566835,2,0.5111116461102941,14,0.6902576587956455,49,0.5833333333333334,0.5,1,1,3110.6176
1593,FDT12,0.09883894016076213,1,0.1514120145601577,10,0.8201082859645906,45,0.7083333333333334,0.5,2,1,4514.124
1594,FDD50,0.4943521991149732,2,0.42923323818292336,11,0.5790497728337715,27,0.0,0.5,3,3,3889.6036
1595,NCU05,0.43137838642453114,2,0.17913878978174513,9,0.21040805030933998,49,0.5833333333333334,0.5,1,1,1288.9888
1596,FDI56,0.16493003870199466,2,0.2855309945997659,16,0.2505305638747971,18,1.0,0.5,3,2,1733.0774
1597,DRL11,0.3539743971420065,2,0.1464498832653572,5,0.5433169325428356,49,0.5833333333333334,0.5,1,1,1893.5352
1598,FDQ08,0.6635903542721047,1,0.05776268534661314,16,0.1301519874498299,45,0.7083333333333334,0.5,2,1,1225.072
1599,FDW20,0.4943521991149732,2,0.07318254095115923,16,0.397638523860943,27,0.0,0.5,3,3,2463.46
1600,FDW46,0.502828222685323,1,0.21451331843653618,15,0.13649668249020366,45,0.7083333333333334,0.5,2,1,1043.9744
1601,FDO09,0.5325989877939863,1,0.38207338772322064,15,0.9898242093324912,49,0.5833333333333334,0.5,1,1,6574.775
1602,DRJ49,0.13754093480202442,2,0.04278513182403554,8,0.41458346066866336,18,1.0,0.5,3,2,1679.1476
1603,FDP26,0.19231914260196487,2,0.42460578115569736,12,0.30450376573015775,13,0.08333333333333333,1.0,3,1,2404.2038
1604,FDO19,0.7826734147067579,1,0.05052973019219763,16,0.06627124802205787,35,0.7916666666666666,0.0,2,1,972.068
1605,NCG43,0.9315272402500743,2,0.3783953691683365,14,0.26467157671698954,10,0.5416666666666666,0.5,3,4,277.6386
1606,FDG02,0.19648704971717776,2,0.034291947048430825,11,0.6716038818599787,46,0.5,0.0,1,1,1904.1879999999999
1607,FDO32,0.10747246204227451,2,0.367004080758036,16,0.06203777275227679,35,0.7916666666666666,0.0,2,1,419.454
1608,FDR34,0.7409943435546293,1,0.04861677246962361,15,0.8410294806755904,46,0.5,0.0,1,1,4809.7392
1609,FDU59,0.07293837451622509,2,0.2935106085810867,6,0.5614010961025203,46,0.5,0.0,1,1,1787.0072
1610,FDN31,0.4135159273593331,2,0.2223853655064816,16,0.6649578265387202,45,0.7083333333333334,0.5,2,1,2656.542
1611,FDT55,0.4943521991149732,1,0.13229278475727044,16,0.5386479704446211,27,0.0,0.5,3,3,6942.9624
1612,FDE08,0.8124441798154212,2,0.15079767972167124,16,0.49271726802898497,18,1.0,0.5,3,2,2375.5744
1613,FDK52,0.8154212563262875,2,0.24103258168979735,13,0.8171371282657267,13,0.08333333333333333,1.0,3,1,4288.4178
1614,FDW11,0.4790116105983923,2,0.14842518436287713,6,0.12364005867612006,13,0.08333333333333333,1.0,3,1,990.7104
1615,FDC03,0.23935695147365282,1,0.21912357036101981,12,0.6964792630170664,49,0.5833333333333334,0.5,1,1,3511.4292
1616,FDR43,0.8124441798154212,2,0.49376315025589557,16,0.027287961208565092,18,1.0,0.5,3,2,549.285
1617,FDL14,0.21196784757368264,1,0.16391240479624913,11,0.5263499242779238,10,0.5416666666666666,0.5,3,4,311.5944
1618,FDP39,0.4819886871092587,2,0.21183823556549433,7,0.08973914933208375,45,0.7083333333333334,0.5,2,1,571.2564
1619,FDG29,0.4943521991149732,2,0.17058729645617393,13,0.03716239159518911,27,0.0,0.5,3,3,419.454
1620,DRH15,0.2512652575171182,2,0.33469641191206034,12,0.045215926763509426,46,0.5,0.0,1,1,1537.9979999999998
1621,FDT11,0.08246501935099736,1,0.08942637785497058,6,0.6641199600676405,35,0.7916666666666666,0.0,2,1,3755.112
1622,FDU48,0.8511461744566835,2,0.1685429678774215,10,0.425462991259703,35,0.7916666666666666,0.0,2,1,1581.9408
1623,FDY12,0.31229532598987797,1,0.0,10,0.07602258758972898,13,0.08333333333333333,1.0,3,1,657.8104
1624,FDS44,0.4819886871092587,1,0.4778652059556769,16,0.8788845764657146,17,0.9166666666666666,0.5,2,1,5528.1374
1625,NCP06,0.9612980053587376,2,0.11999623083398754,14,0.5031723475201869,18,1.0,0.5,3,2,2267.049
1626,DRH23,0.6010717475439119,2,0.5182131755958146,5,0.10174687094649201,13,0.08333333333333333,1.0,3,1,718.3982
1627,FDA16,0.4943521991149732,2,0.10285797828994968,13,0.8130598510006859,27,0.0,0.5,3,3,7073.4592
1628,FDT45,0.6725215838047037,2,0.17523903856204953,15,0.10443873982166264,18,1.0,0.5,3,2,491.3604
1629,FDE56,0.7558797261089609,1,0.4875161814752579,16,0.12830902077433462,17,0.9166666666666666,0.5,2,1,1052.6298
1630,FDA40,0.6814528133373027,1,0.3040057242990754,13,0.2385228422603889,17,0.9166666666666666,0.5,2,1,263.6568
1631,FDA39,0.10509080083358145,2,0.03872806506225622,7,0.03816749179960477,46,0.5,0.0,1,1,628.5152
1632,NCB19,0.1172968145281334,2,0.27491206609020175,14,0.23556272029012085,35,0.7916666666666666,0.0,2,1,1975.4286
1633,FDZ34,0.12741887466507892,2,0.0,3,0.681634510251343,13,0.08333333333333333,1.0,3,1,3861.64
1634,FDV22,0.6129800535873772,1,0.030326478426561252,15,0.537664941697397,45,0.7083333333333334,0.5,2,1,2816.3340000000003
1635,FDO40,0.7469484965763621,2,0.09951199690193653,13,0.5070034431473219,49,0.5833333333333334,0.5,1,1,3131.9232
1636,FDD21,0.34206609109854125,1,0.0,16,0.35538271906770164,13,0.08333333333333333,1.0,3,1,4122.6336
1637,FDO36,0.901756475141411,2,0.2370619637177088,10,0.6276613083959823,13,0.08333333333333333,1.0,3,1,3056.022
1638,FDV34,0.3655849955343852,1,0.034846338090902554,15,0.17917693838328275,49,0.5833333333333334,0.5,1,1,1478.076
1639,NCY18,0.1625483774933016,2,0.09505380458903513,14,0.618915069032727,45,0.7083333333333334,0.5,2,1,2626.5809999999997
1640,NCM54,0.7826734147067579,2,0.15574900986613063,14,0.407803278799856,18,1.0,0.5,3,2,3306.3628
1641,FDB59,0.8154212563262875,2,0.04659888798152865,15,0.7076380824317993,49,0.5833333333333334,0.5,1,1,793.6336
1642,FDS45,0.03691574873474249,1,0.15033964943516043,15,0.32034258297170104,10,0.5416666666666666,0.5,3,4,211.7244
1643,FDV24,0.06430485263471271,2,0.0,10,0.4983692588744237,49,0.5833333333333334,0.5,1,1,1198.44
1644,FDD46,0.08812146472164337,2,0.7199759994602531,15,0.5276343133060326,10,0.5416666666666666,0.5,3,4,153.7998
1645,FDQ39,0.6100029770765109,2,0.24779083435637206,7,0.679947741580588,18,1.0,0.5,3,2,3057.3536
1646,FDD52,0.8154212563262875,1,0.5581605739022989,12,0.3411186154065563,46,0.5,0.0,1,1,1537.9979999999998
1647,FDL39,0.6874069663590354,1,0.19363913770241922,12,0.628789499419351,18,1.0,0.5,3,2,360.8636
1648,FDV02,0.7261089610002976,2,0.185121622170901,12,0.5904989168007932,18,1.0,0.5,3,2,513.3318
1649,FDE11,0.7826734147067579,1,0.0,3,0.6498448206778994,46,0.5,0.0,1,1,4257.1252
1650,NCU54,0.2575171181899375,2,0.30078694191046945,14,0.7539822002186773,49,0.5833333333333334,0.5,1,1,7130.718000000001
1651,FDR43,0.8124441798154212,2,0.8231053037430252,16,0.02983466780759124,10,0.5416666666666666,0.5,3,4,109.85700000000001
1652,FDD51,0.39267639178326885,2,0.3649701361439475,12,0.05808358630618885,13,0.08333333333333333,1.0,3,1,498.0184
1653,FDO60,0.919618934206609,2,0.10525240178057527,10,0.059502101881846396,17,0.9166666666666666,0.5,2,1,490.6946
1654,NCS06,0.20125037213456384,2,0.09656273777680377,14,0.9838818939347637,13,0.08333333333333333,1.0,3,1,5522.811
1655,FDX50,0.9255730872283418,2,0.22771196178038378,12,0.3371533932318726,45,0.7083333333333334,0.5,2,1,1657.842
1656,FDQ55,0.5415302173265852,1,0.039695396841450084,16,0.3543886545918818,35,0.7916666666666666,0.0,2,1,3455.502
1657,FDL52,0.12384638285203929,1,0.14092336065243793,13,0.023177576757736892,18,1.0,0.5,3,2,75.9012
1658,FDK52,0.8154212563262875,2,0.24172255807733162,13,0.8268995035619937,45,0.7083333333333334,0.5,2,1,6771.186
1659,NCO02,0.39267639178326885,2,0.22468085508861224,4,0.14738724880983914,17,0.9166666666666666,0.5,2,1,988.7130000000001
1660,NCO30,0.8898481690979457,2,0.04787561927559587,14,0.6552285584282406,35,0.7916666666666666,0.0,2,1,918.804
1661,FDA33,0.1146174456683537,2,0.10339080052839945,15,0.49625803910383104,49,0.5833333333333334,0.5,1,1,3399.5748
1662,FDB12,0.39267639178326885,1,0.3204108537120822,10,0.3033755747067891,13,0.08333333333333333,1.0,3,1,1142.5128
1663,FDT40,0.08514438821077705,2,0.29146847251100233,13,0.40143651230229066,13,0.08333333333333333,1.0,3,1,3560.6984
1664,NCO05,0.16165525454004165,2,0.1425825172257793,9,0.2888321822219505,17,0.9166666666666666,0.5,2,1,2759.0752
1665,FDR32,0.13247990473355167,1,0.0,16,0.8331100720548188,49,0.5833333333333334,0.5,1,1,3653.9104
1666,FDM04,0.27627270020839534,1,0.14407388598299609,13,0.08266864291098751,18,1.0,0.5,3,2,512.6659999999999
1667,DRL01,0.8898481690979457,1,0.23480579921466044,8,0.8557180354365735,13,0.08333333333333333,1.0,3,1,5608.6992
1668,FDQ56,0.1211670139922596,2,0.3228696608287754,16,0.22368912522326126,18,1.0,0.5,3,2,1426.1436
1669,FDH08,0.17594522179220004,2,0.053074179133585614,16,0.8417332205991213,46,0.5,0.0,1,1,6201.927
1670,NCQ06,0.4943521991149732,2,0.2229943987372027,14,0.9457254378637547,19,0.0,0.0,1,4,255.0014
1671,FDG16,0.4943521991149732,2,0.47887323922217245,13,0.779840610122989,19,0.0,0.0,1,4,1078.596
1672,FDZ40,0.4943521991149732,2,0.12176998861734764,13,0.10373499989813173,27,0.0,0.5,3,3,1024.6662
1673,FDY51,0.4730574575766597,2,0.2470210719693772,7,0.8013203824813752,35,0.7916666666666666,0.0,2,1,1322.2788
1674,NCN41,0.7409943435546293,2,0.15963284408192638,9,0.3925451106628908,18,1.0,0.5,3,2,1231.73
1675,NCM17,0.4943521991149732,2,0.21557046998749793,9,0.06417106398006099,27,0.0,0.5,3,3,2007.3870000000002
1676,FDP39,0.4819886871092587,2,0.21260530908421996,7,0.09440811143029836,17,0.9166666666666666,0.5,2,1,830.9184
1677,FDZ08,0.4730574575766597,1,0.33488005278391536,16,0.21846158547766031,35,0.7916666666666666,0.0,2,1,577.9144
1678,FDU03,0.8422149449240844,1,0.2800045877025818,7,0.6491521164829642,18,1.0,0.5,3,2,1277.0044
